Descricao,UF,CodigoIBGE,DestinoFrete,cUF,Id
Paulínia,SP,3536505,0,35,4AC9E5B2-828F-4AC4-BF3F-9A1EEE1951CA
Conchal,SP,3512209,0,35,FC1B9861-A520-4028-A054-2BA46A66C7AB
Aguaí,SP,3500303,0,35,A948A617-BDE1-4969-83C3-2D2A6CCDAE73
Caconde,SP,3508702,0,35,2681EFFB-8AFE-4D38-B7E1-FB6990838F50
Mococa,SP,3530508,0,35,8C1335CA-E03E-4C45-9A60-0F87CFE782A4
Americana,SP,3501608,0,35,53D48DD2-6FCF-4884-8ADF-D81109B2B83C
Cosmópolis,SP,3512803,0,35,427A9CFA-C9BD-4717-B8DA-0F670177B1C9
Campinas,SP,3509502,0,35,B26E3AEA-A083-420A-9813-BDABB2D75F16
São Paulo,SP,3550308,0,35,BD7D6396-F283-4425-9233-9363B70FE36E
São João da Boa Vista,SP,3549102,0,35,4507B838-ACAF-4883-935F-1D6694FD8B8B
Franca,SP,3516200,0,35,6F3CC929-3E01-4CC8-A0FD-F7A65AD09CAC
Descalvado,SP,3513702,0,35,53B0552F-0DFF-4738-BC2F-18A98FE657BD
Mogi Guaçu,SP,3530706,0,35,760303FA-9635-44C1-8B8F-8F92B7E97AFD
Santa Rita do Passa Quatro,SP,3547502,0,35,3D810AA7-8E32-44DE-BFFC-997383BEF443
Barueri,SP,3505708,0,35,A99840F0-C0F6-45F0-9453-700130D83FE2
Rio de Janeiro,RJ,3304557,0,33,5DC8D742-8FBB-4797-9975-BEDD29453E99
Tambaú,SP,3553302,0,35,7734176D-E08B-48E4-915D-04FDF746EA0F
Casa Branca,SP,3510807,0,35,0CADF59E-7178-4651-B0FD-3CDB25F6B293
Uberlândia,MG,3170206,0,31,7D5BFA64-10B4-41CA-927F-5BC4494CA40E
Santo Antonio do Pinhal,SP,3548203,0,35,E72339D2-D77B-42EF-9892-524869EED83A
Catanduva,SP,3511102,0,35,8D3A6D10-16EB-43CA-BD40-48B3A8B4E38A
São Sebastião da Grama,SP,3550803,0,35,3EDB494F-5106-47EC-9669-B65EA93734F3
Guaranésia,MG,3128303,0,31,68473663-6B27-4B53-9E76-35097BBE7AD7
Monte Belo,MG,3143005,0,31,41B36E37-99DE-4EC4-A76C-FC5FEE1649BD
São José do Rio Pardo,SP,3549706,0,35,35C2EECA-D5A1-4F08-B26A-03A138875F43
Ribeirão Preto,SP,3543402,0,35,DD2826DC-67D4-4799-B5AA-C311F3C42125
Jaguariúna,SP,3524709,0,35,D8CFF5AA-5E2B-45A1-B3C7-E862812EB5E6
Porto Alegre,RS,4314902,0,43,0C706526-1319-424B-9FFF-BEB7F511B8C5
Rio Claro,SP,3543907,0,35,C7859288-02A1-43C3-BF90-97AF22CFBEB8
Amparo,SP,3501905,0,35,2426E998-AD49-4E2A-9C8B-9EF0A4C8A420
Machado,MG,3139003,0,31,8E9E2036-BA88-4312-B9B3-9A7197E41FE4
Mombuca,SP,3530904,0,35,DF357602-E27B-4784-A7CE-F86526D19756
Santo André,SP,3547809,0,35,0BE7D752-D003-4CAC-A6BB-D6810623F38B
Araras,SP,3503307,0,35,6BA1F8A6-572E-4628-A37C-B098597075CE
ARCEBURGO,MG,3104106,0,31,B8235893-3884-48FB-8810-F57C21491090
Cotia,SP,3513009,0,35,A0C4A307-12B7-46CB-B8B4-FA04001FF897
São Jose do Rio Preto,SP,3549805,0,35,42C37D90-EC0B-4878-A998-0F4CF7096993
Alta Floresta D'Oeste,RO,1100015,0,11,35C7DE1D-77E9-4A6B-875F-5CEC6BD3C831
Ariquemes,RO,1100023,0,11,EE65EA43-6FA2-495F-9295-0B72F355A7E7
Cabixi,RO,1100031,0,11,15B6BEF3-AAC5-4B28-9F57-1A069C158679
Cacoal,RO,1100049,0,11,E2D697ED-D067-4ADF-A403-100E29BFA57E
Cerejeiras,RO,1100056,0,11,6AAE1CC0-D9D4-4457-8B6A-7E9ACD492145
Colorado do Oeste,RO,1100064,0,11,6C4FA1AB-C8F2-4C26-B640-1A3D5DFA706C
Corumbiara,RO,1100072,0,11,C3196CE4-6382-4379-BF5F-179755BBB849
Costa Marques,RO,1100080,0,11,51DBAA07-8ABA-4184-8DBB-4D801CA7F98F
Espigão D'Oeste,RO,1100098,0,11,D35000EE-4D69-4F91-BFC6-C4D669AA6890
Guajará-Mirim,RO,1100106,0,11,F1A4CCC1-8CC2-4B56-AB94-7297759065C2
Jaru,RO,1100114,0,11,2AE3F3AA-79A9-4515-8D72-713E571968D5
Ji-Paraná,RO,1100122,0,11,D4C9D5DA-B6B1-40F4-9ADA-CEC979C1C7D2
Machadinho D'Oeste,RO,1100130,0,11,8863AD5B-46A1-4594-9697-1211B8B46685
Nova Brasilândia D'Oeste,RO,1100148,0,11,3188CEF7-15BC-44A7-AE72-99EDCF26FA6C
Ouro Preto do Oeste,RO,1100155,0,11,33B27181-8673-4067-A6CB-10AF089CE304
Pimenta Bueno,RO,1100189,0,11,C7D18124-1AD4-4103-B96E-2BA19751C06D
Porto Velho,RO,1100205,0,11,82524545-2A53-4D92-BDFB-6DF57441B330
Presidente Médici,RO,1100254,0,11,96121669-A9C4-4D92-8784-98A14780020F
Rio Crespo,RO,1100262,0,11,A9372933-1E79-4C18-B65F-37926E4AE51B
Rolim de Moura,RO,1100288,0,11,714F7B45-13C2-419D-A13A-A3FD95DA3A09
Santa Luzia D'Oeste,RO,1100296,0,11,8702B6C9-BBE0-428F-A3D6-C8C02148EE63
Vilhena,RO,1100304,0,11,EF772E53-6669-4612-8B81-056486E37D5A
São Miguel do Guaporé,RO,1100320,0,11,5BE4668C-9770-4D31-8D30-0D54CED97CFD
Nova Mamoré,RO,1100338,0,11,9FA6DE8A-080F-4ADC-8DB0-1362FB537906
Alvorada D'Oeste,RO,1100346,0,11,79BE6FAA-F2DE-47F3-9BD9-11B48AC286B5
Alto Alegre dos Parecis,RO,1100379,0,11,FCCD7FE5-038D-436B-9ED3-9DE3AA1D5BA8
Alto Paraíso,RO,1100403,0,11,70984EB9-3419-494C-B95B-B7F6DC214286
Buritis,RO,1100452,0,11,F00F3DEB-59C7-44F0-BF01-4CDFEDD07CDA
Novo Horizonte do Oeste,RO,1100502,0,11,7F96E202-A5D9-42CF-B83B-F4C6B47D8E06
Cacaulândia,RO,1100601,0,11,69B66F38-A7DE-48DD-A32D-5494DB99F141
Campo Novo de Rondônia,RO,1100700,0,11,9B44F043-9455-47D1-AC6A-33E25C1FABC2
Candeias do Jamari,RO,1100809,0,11,14FA7172-698C-4EA9-B34E-872E068DC1AB
Castanheiras,RO,1100908,0,11,C916E8A8-2ACC-4652-ABE6-2DDDCE51C302
Chupinguaia,RO,1100924,0,11,BBAB44D9-932A-4D3C-8A94-26108749997E
Cujubim,RO,1100940,0,11,4A75C095-ECEA-475C-BC71-5226E8408D6B
Governador Jorge Teixeira,RO,1101005,0,11,A3A697B4-0FB1-4D0F-A6E1-957976BAA56F
Itapuã do Oeste,RO,1101104,0,11,DBE90842-077E-4896-AE7A-0685B5670D72
Ministro Andreazza,RO,1101203,0,11,5A54E418-37ED-4F2A-A568-544D4BA3FAF7
Mirante da Serra,RO,1101302,0,11,60372904-77BE-40F5-8583-5D1B4C32E602
Monte Negro,RO,1101401,0,11,DAC11BE4-B319-4334-AAE6-A4BB07D203C3
Nova União,RO,1101435,0,11,8B656FD3-D228-4260-9A6A-7BF9055C3D33
Parecis,RO,1101450,0,11,0CC5BB72-D2A3-4E9E-9C2F-55E4B3F13561
Pimenteiras do Oeste,RO,1101468,0,11,AB501A04-D5C4-49CE-AFA5-6AEC5C4C9B30
Primavera de Rondônia,RO,1101476,0,11,C3C34359-9BDF-4EFF-B30A-E7E6D1D87B05
São Felipe D'Oeste,RO,1101484,0,11,DDC150EA-105B-4F72-8D02-B017606A0F9E
São Francisco do Guaporé,RO,1101492,0,11,05B0D878-9267-4D5F-85E5-02135C443C76
Seringueiras,RO,1101500,0,11,5F81BC9F-9AE1-44B0-B67E-F436BBBC1DFE
Teixeirópolis,RO,1101559,0,11,76B09B69-6721-4439-A01F-1095B397EC92
Theobroma,RO,1101609,0,11,CB7E7426-AD82-40ED-8525-9857CDCCB712
Urupá,RO,1101708,0,11,DD34E8E8-17F2-4ADA-9525-3D39DE07143B
Vale do Anari,RO,1101757,0,11,CA719E5C-1A3D-4936-9E11-FEB8E9E3F994
Vale do Paraíso,RO,1101807,0,11,D0C4CD5F-42C6-4D2E-BD2A-5C3916370006
Acrelândia,AC,1200013,0,12,97B90F69-4D4E-4FA2-8589-2045E8652C52
Assis Brasil,AC,1200054,0,12,3F3963FD-92D0-418F-B7B4-2FD193251B77
Brasiléia,AC,1200104,0,12,7CC45045-79CC-4CC4-BFDE-2A46F9464668
Bujari,AC,1200138,0,12,DFA551F6-D38F-4354-8590-08A232E91F28
Capixaba,AC,1200179,0,12,4E59C2A6-E02D-4B33-AEEF-90D73EBA2C61
Cruzeiro do Sul,AC,1200203,0,12,4F90E071-7E78-4813-AD82-5CEF38D2492E
Epitaciolândia,AC,1200252,0,12,F5FBE7AD-DBA5-4D60-900A-4C921F70222C
Feijó,AC,1200302,0,12,5B970ED5-4C31-42BB-BF00-B59147EB9B59
Jordão,AC,1200328,0,12,90FA3684-2557-4EB9-B65C-B91C82EAAD09
Mâncio Lima,AC,1200336,0,12,75E44C92-E1C6-4E03-80EC-95BBC1E6D253
Manoel Urbano,AC,1200344,0,12,4F08AF36-99B6-40C4-8B15-037C194FFF64
Marechal Thaumaturgo,AC,1200351,0,12,E827169C-D93E-46C7-A8CB-2A0C0E83C393
Plácido de Castro,AC,1200385,0,12,5637355A-EEB6-470F-BE04-89E35A4E3D98
Porto Walter,AC,1200393,0,12,ED2F4ACF-E1F6-42D2-B4B3-FB18AA42EEFC
Rio Branco,AC,1200401,0,12,B489CCA7-DC79-4792-8C93-C041BDA6F405
Rodrigues Alves,AC,1200427,0,12,E87E2BB0-E6AF-4FFB-870A-17B40FC7F951
Santa Rosa do Purus,AC,1200435,0,12,5434A793-3435-4A3E-A8BC-13E29CE1BD47
Senador Guiomard,AC,1200450,0,12,227A1199-EC05-4B91-82BF-A86282D9EC5A
Sena Madureira,AC,1200500,0,12,23C8830D-0507-4477-A903-2AADFCC624EF
Tarauacá,AC,1200609,0,12,FD8D4D17-CD40-4FB5-BD3B-D62351FEE2DD
Xapuri,AC,1200708,0,12,7E669D81-74EB-4C11-B421-296944514FEC
Porto Acre,AC,1200807,0,12,6F4EA598-7C1D-4213-81F2-953CA991FC86
Alvarães,AM,1300029,0,13,4998DCFE-8324-4405-84A7-07ED6E9A7BF5
Amaturá,AM,1300060,0,13,50E8DE1E-6518-4996-8347-00B6CF5DD471
Anamã,AM,1300086,0,13,BF318718-D20D-4D21-A09E-EFEE6EE3ACF8
Anori,AM,1300102,0,13,FE2F8070-A198-4D7A-BD25-E72652ECB159
Apuí,AM,1300144,0,13,830F2005-BB1F-4E17-9F5F-7702C54BC3C4
Atalaia do Norte,AM,1300201,0,13,A6DD12BB-E494-4508-93CE-423B561AB15E
Autazes,AM,1300300,0,13,F2E1D8FE-8357-480B-B24E-15B3EBDD7710
Barcelos,AM,1300409,0,13,0584ADE1-D980-4A8A-9352-DC494F23B544
Barreirinha,AM,1300508,0,13,C2C66284-76DE-4B3C-8419-5AB816424F49
Benjamin Constant,AM,1300607,0,13,590AC7E9-C43D-4E6F-BF0B-E8AD2B0C534B
Beruri,AM,1300631,0,13,1C0E945A-5574-4543-8C02-F2C6ED33CBFB
Boa Vista do Ramos,AM,1300680,0,13,F2B784EB-348C-4787-970E-ED9CDAFCCEA6
Boca do Acre,AM,1300706,0,13,AE109554-9A51-4DE0-98B5-0CF097098EBD
Borba,AM,1300805,0,13,7770B0C8-A615-4F33-B9E4-E1C300C57637
Caapiranga,AM,1300839,0,13,6D21B5B8-9E6E-4BF4-AACE-AF8863A7E362
Canutama,AM,1300904,0,13,CBC80E6A-C6BC-45F3-8A29-133131D3E3C3
Carauari,AM,1301001,0,13,911A529A-CD0A-450B-B712-D5B251F31C81
Careiro,AM,1301100,0,13,51C4E757-1CAB-4CF7-8DBA-B9999E3C2DA6
Careiro da Várzea,AM,1301159,0,13,C6925206-FF81-4114-9AC2-44EE51F22BBF
Coari,AM,1301209,0,13,0E3480F4-A920-4C3D-BFD3-0E814112EA67
Codajás,AM,1301308,0,13,F8B9E648-28AC-4391-B175-BBE1F675B364
Eirunepé,AM,1301407,0,13,A2A79686-C259-452C-838E-F62E5AFC82F8
Envira,AM,1301506,0,13,CA7FC6E4-1048-47C8-93E8-5F2108C3D85A
Fonte Boa,AM,1301605,0,13,D72254AA-3ABA-42F1-B743-0D823553E12F
Guajará,AM,1301654,0,13,30BBAC53-0841-4D4E-9E12-2EC10078934C
Humaitá,AM,1301704,0,13,6B44D5FA-81B0-4119-89B1-C6028D52B8F8
Ipixuna,AM,1301803,0,13,FE231B32-56F1-4369-8504-E25CDD044B66
Iranduba,AM,1301852,0,13,871BDDD5-CF22-4361-84DE-1FEACBBF1D48
Itacoatiara,AM,1301902,0,13,2982854C-B575-4AFE-9755-FE0CC91B147D
Itamarati,AM,1301951,0,13,A0B114FC-444C-4E76-9E41-521A4070EB22
Itapiranga,AM,1302009,0,13,7F76C472-8A8C-457F-A658-D1A4E042ECB6
Japurá,AM,1302108,0,13,A2AD0585-CC6E-426F-85A1-D1E9CBC7467A
Juruá,AM,1302207,0,13,E8A2C7DA-663A-49CF-B407-31975E281B17
Jutaí,AM,1302306,0,13,85B64706-A7E3-411B-98C4-BD3904B384AB
Lábrea,AM,1302405,0,13,E48BC1CF-50CD-4BE5-B507-E89B852A0DDF
Manacapuru,AM,1302504,0,13,1FF4BB26-949D-4126-B7AB-17E4E28A0E48
Manaquiri,AM,1302553,0,13,6A723645-7543-47F5-8EC2-E9D162EAFBC6
Manaus,AM,1302603,0,13,946490D2-20C2-41A0-BBA1-E1ABBD2D7D11
Manicoré,AM,1302702,0,13,945BA880-D172-4919-A44E-7A88F5514B31
Maraã,AM,1302801,0,13,7786B20E-ECD5-4AE4-857B-D27FF21093F9
Maués,AM,1302900,0,13,A8A872C0-7976-4A5C-8BCB-B368578790B9
Nhamundá,AM,1303007,0,13,1EB06920-4ED4-4357-856E-FADFB1873943
Nova Olinda do Norte,AM,1303106,0,13,C1982321-D785-478C-9A58-C2AC861022C3
Novo Airão,AM,1303205,0,13,009A2A8E-FEFC-4907-98BA-C1351A6C1A53
Novo Aripuanã,AM,1303304,0,13,253D2C0C-B9F3-4A1D-AC4B-67095D50E6BA
Parintins,AM,1303403,0,13,6467E1A8-FAD3-488E-86E2-FABB708E4866
Pauini,AM,1303502,0,13,C7AA099C-365F-4B3D-993C-0E9D2868354F
Presidente Figueiredo,AM,1303536,0,13,FEEEBFEE-24C6-409D-8A32-B603DC29D2D8
Rio Preto da Eva,AM,1303569,0,13,075E63A6-DC22-49C3-864E-6CA32ADA56F4
Santa Isabel do Rio Negro,AM,1303601,0,13,9AD0D46D-9D29-4C2C-B770-31BAAD74D5F6
Santo Antônio do Içá,AM,1303700,0,13,13BC17D1-3CF4-43D7-B6F1-7BCC5360911F
São Gabriel da Cachoeira,AM,1303809,0,13,267F573E-02C5-4573-8569-C6DBFE9344F6
São Paulo de Olivença,AM,1303908,0,13,3C1D96FD-AE77-4944-B75F-60F7E65A7C35
São Sebastião do Uatumã,AM,1303957,0,13,BDC6048E-6D3C-422C-B8F7-FAF32F7F2910
Silves,AM,1304005,0,13,49A0BAC5-23DF-4EE2-A210-5F294A471DEA
Tabatinga,AM,1304062,0,13,EB6BAE14-1BD8-4FCB-9263-B351670C33CA
Tapauá,AM,1304104,0,13,2A6D138E-3104-48F4-BCC5-5B00826A94B9
Tefé,AM,1304203,0,13,209565D8-2A1F-407F-B3FC-CD1BB5E94F74
Tonantins,AM,1304237,0,13,7D3FFE89-C5AA-4B02-A382-666DC330341C
Uarini,AM,1304260,0,13,575F56E3-1F0E-4CCF-880A-94854F401FAB
Urucará,AM,1304302,0,13,FA5E7839-A104-4709-A81F-CC81A3835F7C
Urucurituba,AM,1304401,0,13,75BF40DA-A118-4E74-9348-087D62FBCDC1
Amajari,RR,1400027,0,14,EA236373-1D29-43DA-80E0-6466FCF220D9
Alto Alegre,RR,1400050,0,14,AB871239-D21B-417A-895B-E28F4BD82DB9
Boa Vista,RR,1400100,0,14,0D061ED7-85A9-40FA-B330-AA47B34B4F0D
Bonfim,RR,1400159,0,14,E32075EB-CF9A-42BB-A6E5-4A2FCCA57F4F
Cantá,RR,1400175,0,14,8D4E91C4-67FC-47AC-8138-0A2D1CC2CFFC
Caracaraí,RR,1400209,0,14,C324407D-E3B1-4129-A7B4-B7432CBC0F76
Caroebe,RR,1400233,0,14,D57FB4BC-8291-43E3-9FDA-43794C675FFF
Iracema,RR,1400282,0,14,B5C6D7CD-B6EB-49EB-A4F2-155A612A1F2D
Mucajaí,RR,1400308,0,14,EC8C4D9C-D76C-42D0-BBEB-D0D091DD4525
Normandia,RR,1400407,0,14,55C3A934-5B35-494A-8D5E-72D038DD3A84
Pacaraima,RR,1400456,0,14,6344233D-C380-4D6E-A41D-8C0AE12CD24D
Rorainópolis,RR,1400472,0,14,3A7CC9DA-830F-45C6-9EE5-BE7CE6E3D2B9
São João da Baliza,RR,1400506,0,14,3B1D46B6-BAAC-4E9D-8977-5A955005C584
São Luiz,RR,1400605,0,14,AAFCB01F-C397-45FF-8EE0-1DF0842ACE7B
Uiramutã,RR,1400704,0,14,F6B95381-4551-438A-BB54-4D0A00199CFF
Abaetetuba,PA,1500107,0,15,FD8A3487-963E-4F86-869F-8DF034C92B83
Abel Figueiredo,PA,1500131,0,15,81521420-C845-47CC-A7DA-D596763CEAF3
Acará,PA,1500206,0,15,32DBF6F5-1A93-424B-B9D3-DDD59FB0CED2
Afuá,PA,1500305,0,15,C2E59BCD-C70E-4CB5-BF23-B2DCB1060608
Água Azul do Norte,PA,1500347,0,15,03094DA2-B5FB-4B6D-9169-61E34596FFC6
Alenquer,PA,1500404,0,15,D1309B50-E5C2-4383-A3F5-01C0ED4D92A3
Almeirim,PA,1500503,0,15,8EC8F727-B53E-4489-ACF5-AC0552A01AEB
Altamira,PA,1500602,0,15,9B10106F-B1CA-48A6-98A3-B6A918FD82FA
Anajás,PA,1500701,0,15,2EBB3795-D326-4CBA-BF64-0955C78D5A76
Ananindeua,PA,1500800,0,15,4DB0CC5B-7A77-4454-BA42-4A0949830BB9
Anapu,PA,1500859,0,15,D485C455-9851-4C03-86B8-9CD587B0AB50
Augusto Corrêa,PA,1500909,0,15,8B310083-752A-452C-B3A2-7BEEE4D962AD
Aurora do Pará,PA,1500958,0,15,8F2B0FC6-82BA-4BB6-AE15-371CA5AAC5D1
Aveiro,PA,1501006,0,15,6EF54D23-D709-478E-83CD-4F81A1E14BAA
Bagre,PA,1501105,0,15,F42D061D-9F24-4B94-8846-DBC7F980C373
Baião,PA,1501204,0,15,2DA597DA-03C0-4586-88F4-0EF5AA6370B3
Bannach,PA,1501253,0,15,4A3EC06D-994F-48E8-9608-0E5A3C33B64B
Barcarena,PA,1501303,0,15,BBB36582-905A-4FBE-ADAB-45214A72DB9A
Belém,PA,1501402,0,15,8144EE06-3B08-4E85-83E9-018B36EE56C8
Belterra,PA,1501451,0,15,2FFA631C-F30F-4EAA-AA68-4CF463428796
Benevides,PA,1501501,0,15,F9FD196A-FE31-4B4F-97EE-371D8369E0B4
Bom Jesus do Tocantins,PA,1501576,0,15,FE28E4ED-B05A-417C-995B-74A1533C8116
Bonito,PA,1501600,0,15,FB164CD3-BCC8-4DF5-874B-8B1F40E03095
Bragança,PA,1501709,0,15,7CB0ED2C-691B-49A9-90CC-AE1730354D46
Brasil Novo,PA,1501725,0,15,99414FF8-4BB5-4F50-8ED1-62FD6126B864
Brejo Grande do Araguaia,PA,1501758,0,15,57ABE924-D108-4565-87C9-EA8ED20D6893
Breu Branco,PA,1501782,0,15,64ECFD71-AEDE-488B-973F-F92DC2B76630
Breves,PA,1501808,0,15,B3EF15F9-C59E-40E7-BEB4-FB8AEEEB0EE2
Bujaru,PA,1501907,0,15,D639EEEF-B201-4F83-B7D7-CC21868F86C3
Cachoeira do Piriá,PA,1501956,0,15,6B6EA671-66F0-4880-91D0-7AE3285592F1
Cachoeira do Arari,PA,1502004,0,15,0B29981C-FA61-4D8D-8F41-767671AF3B21
Cametá,PA,1502103,0,15,9E00384E-BF38-4CFC-BDE2-173A2FBED08B
Canaã dos Carajás,PA,1502152,0,15,8CF84E41-BD44-46E1-8499-7AEDB1027A6A
Capanema,PA,1502202,0,15,F0DD3C39-5C64-4BD1-82A5-39A4F19D7609
Capitão Poço,PA,1502301,0,15,4C62AED5-4881-419F-AD4D-25FF97501D8E
Castanhal,PA,1502400,0,15,11389DB4-342F-439A-8A03-AEE1BBFB8847
Chaves,PA,1502509,0,15,78F4CF65-1618-4394-B67A-1AB6DC836CFF
Colares,PA,1502608,0,15,9F6A4811-E338-4A90-96CE-338AAE1AF374
Conceição do Araguaia,PA,1502707,0,15,BC7AD19D-5E64-48CA-A669-1F663264C72A
Concórdia do Pará,PA,1502756,0,15,2522A28F-F9E1-46AC-BE54-CADB722C2A88
Cumaru do Norte,PA,1502764,0,15,6946C59F-AD10-48DE-9BE8-6922CDD581CF
Curionópolis,PA,1502772,0,15,1F9AAE11-15CA-44C9-90B8-69F9EC297507
Curralinho,PA,1502806,0,15,3C7B54D5-8D03-4F4A-A4A0-7CEA04D54FB4
Curuá,PA,1502855,0,15,108684A1-CE06-4FDF-959B-533DDC9F22BF
Curuçá,PA,1502905,0,15,73DC03F5-90C6-4598-8F33-3219A0E8D52C
Dom Eliseu,PA,1502939,0,15,0C7DF60E-4DD9-4224-9469-8C13A604BCF2
Eldorado dos Carajás,PA,1502954,0,15,BD8EC775-CC82-45BA-9D22-286C709F378D
Faro,PA,1503002,0,15,D38F380B-D84C-4D1C-9213-3022F77ED858
Floresta do Araguaia,PA,1503044,0,15,9C01E040-917A-4143-B06B-B8941358318E
Garrafão do Norte,PA,1503077,0,15,CB5757AC-522B-49B9-AB10-8D7EA85038C1
Goianésia do Pará,PA,1503093,0,15,9C24FC84-F2B2-4E59-A79F-1781D0ADEC6A
Gurupá,PA,1503101,0,15,348A380F-70AF-4DBB-B984-60CD7A839DAF
Igarapé-Açu,PA,1503200,0,15,DEA8D9A7-C067-4679-B6B8-9B325686C2EC
Igarapé-Miri,PA,1503309,0,15,DB5977D7-0C3B-485D-92CA-E753600BFED4
Inhangapi,PA,1503408,0,15,DB36CD6C-ABBA-4E43-8E61-F0188DB2A2E9
Ipixuna do Pará,PA,1503457,0,15,BDC27A6B-D2A5-4089-BFB2-E1916B2052C2
Irituia,PA,1503507,0,15,95133262-89AA-48F2-B1BA-29E678BAC8BC
Itaituba,PA,1503606,0,15,2D303E69-E1A2-472A-A78D-8BC7687BE47A
Itupiranga,PA,1503705,0,15,D96E051F-5B02-469C-967C-3C96D6B38240
Jacareacanga,PA,1503754,0,15,120870BF-AAE7-4CA6-92A8-61B889DBE207
Jacundá,PA,1503804,0,15,9F3C139A-91EF-48E9-9140-CF3D536BD963
Juruti,PA,1503903,0,15,5EC64954-5E3F-40FB-AB96-2D41CEDCE3F3
Limoeiro do Ajuru,PA,1504000,0,15,FB5E1A18-E697-4877-B54A-012EA9BD9BBE
Mãe do Rio,PA,1504059,0,15,E2BB4321-38F1-4E12-ACA2-7FB870144DC5
Magalhães Barata,PA,1504109,0,15,22AD0451-12F5-4A1D-8A9F-213851D241CA
Marabá,PA,1504208,0,15,AA7BB1CE-BB57-4D46-B06F-132A37EF5F38
Maracanã,PA,1504307,0,15,BF2E9B9E-E80C-4E7C-8B34-32C5BF2FCDF2
Marapanim,PA,1504406,0,15,67B55AAC-535C-4F99-B133-FBBB85C3A44C
Marituba,PA,1504422,0,15,2AAF7BA0-FB28-46ED-83F0-417D3AB410E1
Medicilândia,PA,1504455,0,15,8C70ABB6-93E8-4CA1-B713-EF3E1ACE7546
Melgaço,PA,1504505,0,15,A3D23B71-2C28-4AB7-A2EC-FBAD73DFCCE5
Mocajuba,PA,1504604,0,15,178840DC-4298-4A69-B467-808BB2D4D5CB
Moju,PA,1504703,0,15,45BB414F-6B0A-4B48-BC7D-2FE0290160DE
Monte Alegre,PA,1504802,0,15,1878EC09-CD3A-4513-AE5B-5717CE514715
Muaná,PA,1504901,0,15,A7AD169D-D972-42BF-91F0-E0B920B5C842
Nova Esperança do Piriá,PA,1504950,0,15,13166343-2A86-4AB4-821B-CA17C8161F2A
Nova Ipixuna,PA,1504976,0,15,B9D830C7-69F3-4491-8FE1-9CCCC44EEEB2
Nova Timboteua,PA,1505007,0,15,3473BEE9-4A7C-4173-B8CE-33439F893260
Novo Progresso,PA,1505031,0,15,8AD41C12-0544-4183-BC91-80263744C180
Novo Repartimento,PA,1505064,0,15,0F295E96-AC9B-4B6A-85FD-AC9E40B57835
Óbidos,PA,1505106,0,15,1E20EF7D-843C-4E83-83DC-125E7811C88A
Oeiras do Pará,PA,1505205,0,15,A018D24A-D7F2-44EB-8819-1E5F99DA5813
Oriximiná,PA,1505304,0,15,C0ADB128-FF9F-4F83-8B8C-E41C8A4762C1
Ourém,PA,1505403,0,15,EA5DC56C-F6C7-42A8-A9E6-C5AB80968481
Ourilândia do Norte,PA,1505437,0,15,01B0C794-A417-4262-8165-818F6FE78C8C
Pacajá,PA,1505486,0,15,AA2048FF-449B-496B-AA94-EBE242B50499
Palestina do Pará,PA,1505494,0,15,82F25120-2A09-43B4-A8DD-6F680BCA2F2B
Paragominas,PA,1505502,0,15,BE97E9FC-05B1-49ED-889D-B4ECC740F3C4
Parauapebas,PA,1505536,0,15,029AAF3B-C39B-4B80-9F16-C8E018F0BC3F
Pau D'Arco,PA,1505551,0,15,44B879D4-6A8D-4FD3-B79D-7ECAD52D028B
Peixe-Boi,PA,1505601,0,15,27B34CB1-43AD-4D1D-B6BF-20435F110CD2
Piçarra,PA,1505635,0,15,9542F89D-0A8D-4D0B-BE67-7B3214367576
Placas,PA,1505650,0,15,8C28B289-DC0C-4774-84D1-35BCD8337EA6
Ponta de Pedras,PA,1505700,0,15,A9EE658E-19FE-4C86-8B7E-2483948AD5B2
Portel,PA,1505809,0,15,A10706A0-3499-4667-83BE-70F06EF6D548
Porto de Moz,PA,1505908,0,15,4B1F8A71-A668-45FA-B158-28D1099FB004
Prainha,PA,1506005,0,15,1BD182F2-B0D2-40CC-8CD8-33BF089DAFBA
Primavera,PA,1506104,0,15,6F084677-0ECF-4975-BA31-404F42369813
Quatipuru,PA,1506112,0,15,CB1A2C07-0DB9-43A2-9BD1-702046D24536
Redenção,PA,1506138,0,15,82A4E740-3DB3-4662-918F-072E4CDF12B3
Rio Maria,PA,1506161,0,15,EEEDE297-DA86-462A-BACF-9CE42C4FF854
Rondon do Pará,PA,1506187,0,15,E79D5E7E-3116-448D-846B-D4C167A82CC3
Rurópolis,PA,1506195,0,15,EE8410A1-2BE4-4BE7-8D56-1A4BB82ED434
Salinópolis,PA,1506203,0,15,68789C5C-F7C2-400E-AC69-1F1FD60B7639
Salvaterra,PA,1506302,0,15,66DD3F15-9EEE-40C1-BFCE-0AAFA5B12DE8
Santa Bárbara do Pará,PA,1506351,0,15,17764137-DC92-4FBD-B722-19B6B3C599DB
Santa Cruz do Arari,PA,1506401,0,15,602A26D8-801E-4455-B827-91B882E5573D
Santa Isabel do Pará,PA,1506500,0,15,D6EE4551-4840-4419-9D26-C1EB89342BC1
Santa Luzia do Pará,PA,1506559,0,15,FC9C7092-1647-4536-A624-746AED0E8ED5
Santa Maria das Barreiras,PA,1506583,0,15,174D1196-B9A9-4BC1-B402-821F9F0734AE
